OSMP MDR - ISO 20022 Data Dictionary (Full eRepository)
Source: ISO 20022 eRepository 2025-04-24
"Unique definitions: 66,956","Raw: 9,131,908 bytes","D:PACK: 1,170,864 bytes"
PEPOrISAOrPortfolioTransferCancellationRequestV02,"Scope An instructing party, eg, a (new) plan manager, sends the PEPOrISAOrPortfolioTransferCancellationRequest message to the executing party, eg, a (old) plan manager, to request the cancellation of a previously sent PEPOrISAOrPortfolioTransferInstruction. Usage The PEPOrISAOrPortfolioTransferCancellationRequest message is used to request the cancellation of an entire PEPOrISAOrPortfolioTransferInstruction message, ie, all the product transfers that it contained. The cancellation request can be specified either by: - quoting the transfer references of all the product transfers listed in the PEPOrISAOrPortfolioTransferInstruction message, or, - quoting the details of all the product transfers (this includes TransferReference) listed in PEPOrISAOrPortfolioTransferInstruction message. The message identification of the PEPOrISAOrPortfolioTransferInstruction may also be quoted in PreviousReference. It is also possible to request the cancellation of PEPOrISAOrPortfolioTransferInstruction by just quoting its message identification in PreviousReference.",1
PEPOrISAOrPortfolioTransferConfirmationV02,"Scope An executing party, eg, a (old) plan manager, sends the PEPOrISAOrPortfolioTransferConfirmation message to the instructing party, eg, a (new) plan manager, to confirm the transfer of one or more PEP or ISA or portfolio products from the client's account at the old plan manager to the client's account at the new plan manager through a nominee account. Usage The PEPOrISAOrPortfolioTransferConfirmation message is used to confirm the transfer of one or more PEP or ISA or portfolio products. The reference of each product transfer confirmation is identified in TransferConfirmationIdentification. The reference of the original product transfer is specified in TransferInstructionReference. The message identification of the PEPOrISAPOrPortfolioTransferInstruction message in which the product transfers were conveyed may also be quoted in RelatedReference.",1
PEPOrISAOrPortfolioTransferInstructionV02,"Scope An instructing party, eg, a (new) plan manager, sends the PEPOrISAOrPortfolioTransferInstruction message to the executing party, eg, a (old) plan manager, on behalf of the initiating party, eg, an investor (client), to instruct the transfer of financial instruments from the clients account at the old plan manager to the clients account at the new plan manager through a nominee account. Usage The PEPOrISAOrPortfolioTransferInstruction message is used to instruct the withdrawal of one or more PEP or ISA or portfolio products from one account and deliver them to another account. The PEPOrISAOrPortfolioTransferInstruction message is used to instruct one or more transfers for one client. Each transfer is for delivery to the same account. The account may be owned by one or more individual investors or one or more corporate investors. Each transfer is identified in TransferIdentification. If the instructing party does not have enough information to instruct the transfer, then it must first send a RequestForPEPOrISAOrPortfolioInformation message to the executing party in order to receive a PEPOrISAOrPortfolioInformation message.",1
PEPOrISAPlan,Specifies whether the investment plan is a PEP or ISA type.,1
PIN,Configuration of the PIN online verification.,1
PIN,Key used to encrypt a PIN.,1
PIN,Personal Identification Number (PIN) for authentication.,1
PINAcquisitionEncryption,"The cardholder enters the PIN, the POI enciphers the PIN Block and provides it as a result to the Sale System.",1
PINAcquisitionVerification,The Cardholder enters the PIN and the POI verifies it.,1
PINBlockFormat,As defined in ISO 9564-1. ,1
PINChange,Modification of the card PIN value.,2
PINChange,PIN (Personal Identification Number) change.,1
PINChangeRequired,Cardholder must change the PIN to be able to perform the transaction.,1
PINData,Personal Identification Number data. ISO 13492 and ISO 9564-1 ,1
PINData,Personal Identification Number data. ISO 13492 and ISO 9564-1  ISO 8583:87 bit 52 & bit 53 or bit 110 ISO 8583:93 bit 52 & bit 53 or bit 111 ISO 8583:2003 bit 52 & bit 53 or bit 50,1
PINData1,Attributes of a cardholder PIN.,1
PINDataRequired,Additional information are required to verify the PIN.,1
PINDecryption,Key may decrypt personal identification numbers (PIN).,1
PINEncryption,Key may encrypt personal identification numbers (PIN).,1
PINEncryptionError,Decrypted PIN block is invalid.,1
PINEntryBypass,Indicate the PIN entry bypass.,2
PINEntryBypassIndicator,Indicate the PIN entry bypass.,1
PINEntryDevice,Personal identification number (or PIN) entry device (PED).,1
PINEntrySecurityCharacteristic,Security characteristic of the PIN Entry device solution.,3
PINEntrySecurityCharacteristic1Code,Identifies the security characteristic of the PIN entry device.,1
PINEntrySecurityCharacteristicCode,Identifies the security characteristic of the PIN entry device.,1
PINFormat,Encrypted personal identification number (PIN) format.,1
PINFormat,PIN (Personal Identification Number) format before encryption.,9
PINFormat,PIN block format the security module is able to manage for online verification of the PIN.,1
PINFormat,PIN format before encryption.,2
PINFormat1Code,PIN (Personal Identification Number) format used to encrypt the PIN block.,1
PINFormat2Code,PIN (Personal Identification Number) format used before encryption.,1
PINFormat3Code,PIN (Personal Identification Number) format used before encryption.,1
PINFormat4Code,Format of an ATM PIN block before encryption.,1
PINFormatCode,PIN (Personal Identification Number) format used to encrypt the PIN block.,1
PINKeypad,"Hardware security module allowing the PIN (Personal Identification Number) entry, secure storing of cryptographic keys, and other cryptographic functions.",1
PINLastTry,Last PIN (Personal Identification Number) try.,1
PINLengthCapabilities,"Maximum number of digits that the Point of Interaction is able to accept when the cardholder enters its PIN.  ISO 8583:87 bit 26, ISO 8583:93 bit 22-12, ISO 8583:2003 bit 27-11.  ",1
PINLengthCapabilities,Maximum number of digits the ATM is able to accept when the cardholder enters its PIN.,3
PINLengthCapabilities,Maximum number of digits the POI is able to accept when the cardholder enters its PIN.,4
PINLengthCapabilities,"Maximum number of digits the POI is able to accept when the cardholder enters its PIN.  It correspond to the ISO 8583, field number 25 for the version 87, 22-12 for the version 93, and field number 27-11 for the version 2003.",1
PINLengthCapabilities,Maximum number of digits the security module is able to accept when the cardholder enters its PIN.,1
PINLengthCapability,Maximum number of digits that the Point of Interaction is able to accept when the cardholder enters its PIN.  ,3
PINLiabilityShift,Liability shift applying on PIN.,1
PINLiabilityShift,The card payment is fraudulent (lost and stolen fraud) and was processed as EMV transaction without PIN verification.,1
PINNotVerified,PIN was not verified,1
PINPadInoperative,PIN pad is inoperative.  Default: False - PIN pad is operative or not applicable. True: PIN pas is inoperative.,4
PINRecovery,Resetting of a PIN.,2
PINRequest,Request Cardholder Authentification through PIN insertion.,1
PINRequest,The sender is able to support Single Tap transaction.,1
PINRequestType,Type of PIN Service.,6
PINRequestType1Code,Type of PIN Service.,1
PINRequestTypeCode,Type of PIN Service.,1
PINRetry,"PIN (Personal Identification Number) is wrong, retry a PIN verification.",1
PINSecurityError,PIN length or PIN key is invalid.,1
PINTranslationKeyAcquirer,PIN translation key applicable to the acquirer,1
PINTranslationKeyIssuer,PIN translation key applicable to the issuer,1
